event_title,category,department,target_year,capacity,location,month,day_of_week,hour,event_tags,title_length,title_word_count,num_tags,is_weekend,time_of_day,is_workshop,dept_popularity,feature_version,success_rate
Rowing Competition,Sports,Management,4,100,Open Ground,8,6,16,sports rowing,18,2,1,1,afternoon,0,0.34684684684684686,v1.1,70
Microbiology Lab,Academic,Science,1,60,Seminar Room,9,6,10,microbiology lab,16,2,1,1,morning,0,0.15675675675675677,v1.1,68
Folk Dance Show,Cultural,Management,2,200,Main Hall,10,2,18,folk dance,15,3,1,0,evening,0,0.34684684684684686,v1.1,85
Public Speaking,Professional,Management,3,140,Seminar Room,11,0,13,public speaking,15,2,1,0,afternoon,0,0.34684684684684686,v1.1,87
Automation Workshop,Technology,Mechanical,4,110,Seminar Room,7,3,11,automation control,19,2,1,0,morning,1,0.08468468468468468,v1.1,83
Judo Tournament,Sports,Management,1,90,Open Ground,8,2,15,sports judo,15,2,1,0,afternoon,0,0.34684684684684686,v1.1,71
Ecology Seminar,Academic,Science,2,100,Auditorium,9,4,14,ecology environment,15,2,1,0,afternoon,0,0.15675675675675677,v1.1,73
Calligraphy Workshop,Cultural,Management,3,80,Seminar Room,10,1,16,calligraphy art,20,2,1,0,afternoon,1,0.34684684684684686,v1.1,80
Time Management,Professional,Management,4,160,Seminar Room,12,1,9,time management,15,2,1,0,morning,0,0.34684684684684686,v1.1,86
Network Security,Technology,Computer,2,140,Auditorium,7,0,15,network security,16,2,1,0,afternoon,0,0.1918918918918919,v1.1,90
Gymnastics Show,Sports,Management,3,150,Open Ground,8,6,18,sports gymnastics,15,2,1,1,evening,0,0.34684684684684686,v1.1,74
Thermodynamics Class,Academic,Mechanical,1,120,Auditorium,9,5,11,thermodynamics,20,2,1,1,morning,0,0.08468468468468468,v1.1,69
Poetry Workshop,Cultural,Management,4,100,Seminar Room,10,0,17,poetry writing,15,2,1,0,evening,1,0.34684684684684686,v1.1,82
Conflict Resolution,Professional,Management,2,130,Seminar Room,11,0,14,conflict resolution,19,2,1,0,afternoon,0,0.34684684684684686,v1.1,84
Embedded Systems,Technology,Electrical,3,90,Seminar Room,8,0,10,embedded systems,16,2,1,0,morning,0,0.0945945945945946,v1.1,85
Sailing Competition,Sports,Management,4,80,Open Ground,8,3,14,sports sailing,19,2,1,0,afternoon,0,0.34684684684684686,v1.1,68
Organic Chemistry,Academic,Science,1,110,Auditorium,9,2,13,organic chemistry,17,2,1,0,afternoon,0,0.15675675675675677,v1.1,72
Magic Show,Cultural,Management,2,180,Main Hall,10,6,19,magic entertainment,10,2,1,1,evening,0,0.34684684684684686,v1.1,87
Presentation Skills,Professional,Management,3,150,Seminar Room,12,6,10,presentation skills,19,2,1,1,morning,0,0.34684684684684686,v1.1,88
Agile Methodology,Technology,Computer,4,120,Seminar Room,7,6,12,agile scrum,17,2,1,1,afternoon,0,0.1918918918918919,v1.1,89
Rock Climbing,Sports,Management,1,60,Open Ground,8,3,16,sports climbing,13,2,1,0,afternoon,0,0.34684684684684686,v1.1,66
Fluid Mechanics,Academic,Mechanical,2,100,Auditorium,9,2,15,fluid mechanics,15,2,1,0,afternoon,0,0.08468468468468468,v1.1,70
Puppet Show,Cultural,Management,3,120,Main Hall,10,4,16,puppet show,11,2,1,0,afternoon,0,0.34684684684684686,v1.1,83
Crisis Management,Professional,Management,4,140,Seminar Room,11,4,11,crisis management,17,2,1,0,morning,0,0.34684684684684686,v1.1,86
Data Analytics,Technology,Computer,2,160,Seminar Room,8,0,9,data analytics,14,2,1,0,morning,0,0.1918918918918919,v1.1,87
Ping Pong Tournament,Sports,Management,3,80,Seminar Room,8,4,17,sports ping pong,20,3,1,0,evening,0,0.34684684684684686,v1.1,67
Structural Engineering,Academic,Civil,1,130,Auditorium,9,6,14,structural engineering,22,2,1,1,afternoon,0,0.1045045045045045,v1.1,74
Origami Workshop,Cultural,Management,4,70,Seminar Room,10,4,15,origami art,16,2,1,0,afternoon,1,0.34684684684684686,v1.1,81
Stress Management,Professional,Management,2,120,Seminar Room,12,6,13,stress management,17,2,1,1,afternoon,0,0.34684684684684686,v1.1,85
Digital Circuits,Technology,Electrical,3,100,Seminar Room,7,5,11,digital circuits,16,2,1,1,morning,0,0.0945945945945946,v1.1,84
Frisbee Tournament,Sports,Management,4,100,Open Ground,8,6,16,sports frisbee,18,2,1,1,afternoon,0,0.34684684684684686,v1.1,69
Inorganic Chemistry,Academic,Science,1,90,Auditorium,9,0,10,inorganic chemistry,19,2,1,0,morning,0,0.15675675675675677,v1.1,71
Storytelling Session,Cultural,Management,2,110,Seminar Room,10,0,18,storytelling,20,2,1,0,evening,0,0.34684684684684686,v1.1,82
Goal Setting,Professional,Management,3,150,Seminar Room,11,4,9,goal setting,12,2,1,0,morning,0,0.34684684684684686,v1.1,87
Software Architecture,Technology,Computer,4,130,Auditorium,8,3,14,software architecture,21,2,1,0,afternoon,0,0.1918918918918919,v1.1,91
Equestrian Show,Sports,Management,1,120,Open Ground,8,6,15,sports equestrian,15,2,1,1,afternoon,0,0.34684684684684686,v1.1,73
Materials Science,Academic,Mechanical,2,110,Auditorium,9,6,12,materials science,17,2,1,1,afternoon,0,0.08468468468468468,v1.1,75
Acrobatics Performance,Cultural,Management,3,160,Main Hall,10,1,19,acrobatics,22,2,1,0,evening,0,0.34684684684684686,v1.1,86
Innovation Workshop,Professional,Management,4,180,Seminar Room,12,6,10,innovation creativity,19,2,1,1,morning,1,0.34684684684684686,v1.1,89
Computer Vision,Technology,Computer,2,100,Seminar Room,7,3,13,computer vision,15,2,1,0,afternoon,0,0.1918918918918919,v1.1,88
Skateboarding Contest,Sports,Management,3,80,Open Ground,8,1,17,sports skateboarding,21,2,1,0,evening,0,0.34684684684684686,v1.1,68
Environmental Science,Academic,Science,1,140,Auditorium,9,5,11,environmental science,21,2,1,1,morning,0,0.15675675675675677,v1.1,72
Beatboxing Battle,Cultural,Management,4,150,Main Hall,10,1,20,beatboxing music,17,2,1,0,evening,0,0.34684684684684686,v1.1,84
Mindfulness Training,Professional,Management,2,100,Seminar Room,11,0,14,mindfulness meditation,20,2,1,0,afternoon,0,0.34684684684684686,v1.1,83
Natural Language Processing,Technology,Computer,3,90,Seminar Room,8,3,10,nlp ai,27,3,1,0,morning,0,0.1918918918918919,v1.1,90
Surfing Competition,Sports,Management,4,100,Open Ground,8,2,15,sports surfing,19,2,1,0,afternoon,0,0.34684684684684686,v1.1,70
Geotechnical Engineering,Academic,Civil,1,80,Auditorium,9,4,13,geotechnical engineering,24,2,1,0,afternoon,0,0.1045045045045045,v1.1,69
Juggling Workshop,Cultural,Management,2,90,Seminar Room,10,2,17,juggling performance,17,2,1,0,evening,1,0.34684684684684686,v1.1,80
Emotional Intelligence,Professional,Management,3,160,Seminar Room,12,3,11,emotional intelligence,22,2,1,0,morning,0,0.34684684684684686,v1.1,85
Augmented Reality,Technology,Computer,4,110,Seminar Room,7,3,12,augmented reality,17,2,1,0,afternoon,0,0.1918918918918919,v1.1,92
Parkour Training,Sports,Management,1,70,Open Ground,8,3,16,sports parkour,16,2,1,0,afternoon,0,0.34684684684684686,v1.1,67
Power Systems,Academic,Electrical,2,120,Auditorium,9,2,14,power systems,13,2,1,0,afternoon,0,0.0945945945945946,v1.1,73
Balloon Art,Cultural,Management,3,80,Seminar Room,10,6,16,balloon art,11,2,1,1,afternoon,0,0.34684684684684686,v1.1,78
Decision Making,Professional,Management,4,140,Seminar Room,11,3,10,decision making,15,2,1,0,morning,0,0.34684684684684686,v1.1,86
Distributed Systems,Technology,Computer,2,100,Auditorium,8,0,11,distributed systems,19,2,1,0,morning,0,0.1918918918918919,v1.1,89
Bouldering Contest,Sports,Management,3,60,Open Ground,8,3,18,sports bouldering,18,2,1,0,evening,0,0.34684684684684686,v1.1,65
Heat Transfer,Academic,Mechanical,1,110,Auditorium,9,2,12,heat transfer,13,2,1,0,afternoon,0,0.08468468468468468,v1.1,71
Face Painting,Cultural,Management,4,100,Main Hall,10,4,15,face painting,13,2,1,0,afternoon,0,0.34684684684684686,v1.1,82
Adaptability Skills,Professional,Management,2,130,Seminar Room,12,3,13,adaptability,19,2,1,0,afternoon,0,0.34684684684684686,v1.1,84
Microservices Architecture,Technology,Computer,3,90,Seminar Room,7,1,14,microservices,26,2,1,0,afternoon,0,0.1918918918918919,v1.1,87
Ultimate Frisbee,Sports,Management,4,120,Open Ground,8,6,17,sports ultimate frisbee,16,2,1,1,evening,0,0.34684684684684686,v1.1,72
Circuit Analysis,Academic,Electrical,1,100,Auditorium,9,6,10,circuit analysis,16,2,1,1,morning,0,0.0945945945945946,v1.1,70
Graffiti Art,Cultural,Management,2,90,Seminar Room,10,0,18,graffiti art,12,2,1,0,evening,0,0.34684684684684686,v1.1,79
Work-Life Balance,Professional,Management,3,150,Seminar Room,11,2,14,work life balance,17,2,1,0,afternoon,0,0.34684684684684686,v1.1,85
Containerization,Technology,Computer,4,80,Seminar Room,8,0,15,containers docker,16,1,1,0,afternoon,0,0.1918918918918919,v1.1,88
Kite Flying,Sports,Management,1,100,Open Ground,8,4,16,sports kite flying,11,2,1,0,afternoon,0,0.34684684684684686,v1.1,68
Concrete Technology,Academic,Civil,2,90,Auditorium,9,0,11,concrete technology,19,2,1,0,morning,0,0.1045045045045045,v1.1,74
Pottery Making,Cultural,Management,3,70,Seminar Room,10,4,16,pottery art,14,2,1,0,afternoon,0,0.34684684684684686,v1.1,81
Networking Skills,Professional,Management,4,140,Seminar Room,12,6,9,networking skills,17,2,1,1,morning,0,0.34684684684684686,v1.1,86
Signal Processing,Technology,Electrical,2,100,Seminar Room,7,0,13,signal processing,17,2,1,0,afternoon,0,0.0945945945945946,v1.1,85
Laser Tag,Sports,Management,3,150,Open Ground,8,6,19,sports laser tag,9,2,1,1,evening,0,0.34684684684684686,v1.1,75
Renewable Energy,Academic,Electrical,1,120,Auditorium,9,6,14,renewable energy,16,2,1,1,afternoon,0,0.0945945945945946,v1.1,76
Mime Workshop,Cultural,Management,4,80,Seminar Room,10,1,17,mime art,13,2,1,0,evening,1,0.34684684684684686,v1.1,80
Problem Solving,Professional,Management,2,160,Seminar Room,11,0,10,problem solving,15,2,1,0,morning,0,0.34684684684684686,v1.1,87
Version Control,Technology,Computer,3,110,Seminar Room,8,3,11,version control git,15,2,1,0,morning,0,0.1918918918918919,v1.1,84
Treasure Hunt,Sports,Management,4,200,Open Ground,8,1,15,sports treasure hunt,13,2,1,0,afternoon,0,0.34684684684684686,v1.1,77
Machine Design,Academic,Mechanical,1,90,Auditorium,9,5,13,machine design,14,2,1,1,afternoon,0,0.08468468468468468,v1.1,72
Woodworking,Cultural,Management,2,60,Seminar Room,10,2,16,woodworking,11,1,1,0,afternoon,0,0.34684684684684686,v1.1,78
Leadership Development,Professional,Management,3,170,Auditorium,12,1,11,leadership development,22,2,1,0,morning,0,0.34684684684684686,v1.1,90
Data Structures,Technology,Computer,4,120,Seminar Room,7,0,10,data structures,15,2,1,0,morning,0,0.1918918918918919,v1.1,86
Obstacle Course,Sports,Management,1,100,Open Ground,8,2,17,sports obstacle course,15,2,1,0,evening,0,0.34684684684684686,v1.1,69
Transportation Engineering,Academic,Civil,2,110,Auditorium,9,4,12,transportation engineering,26,2,1,0,afternoon,0,0.1045045045045045,v1.1,73
Candle Making,Cultural,Management,3,70,Seminar Room,10,4,15,candle making,13,2,1,0,afternoon,0,0.34684684684684686,v1.1,79
Cultural Intelligence,Professional,Management,4,140,Seminar Room,11,0,13,cultural intelligence,21,2,1,0,afternoon,0,0.34684684684684686,v1.1,83
Operating Systems,Technology,Computer,2,130,Auditorium,8,3,14,operating systems,17,2,1,0,afternoon,0,0.1918918918918919,v1.1,88
Tug Of War,Sports,Management,3,150,Open Ground,8,3,16,sports tug of war,10,3,1,0,afternoon,0,0.34684684684684686,v1.1,71
Control Systems,Academic,Electrical,1,100,Auditorium,9,2,11,control systems,15,2,1,0,morning,0,0.0945945945945946,v1.1,74
Soap Making,Cultural,Management,4,80,Seminar Room,10,6,17,soap making,11,2,1,1,evening,0,0.34684684684684686,v1.1,80
Innovation Thinking,Professional,Management,2,150,Seminar Room,12,6,10,innovation thinking,19,2,1,1,morning,0,0.34684684684684686,v1.1,89
Compiler Design,Technology,Computer,3,90,Seminar Room,7,6,12,compiler design,15,2,1,1,afternoon,0,0.1918918918918919,v1.1,87
Relay Race,Sports,Management,4,200,Open Ground,8,6,15,sports relay race,10,2,1,1,afternoon,0,0.34684684684684686,v1.1,76
Surveying,Academic,Civil,1,80,Auditorium,9,2,10,surveying,9,1,1,0,morning,0,0.1045045045045045,v1.1,68
Leather Crafting,Cultural,Management,2,60,Seminar Room,10,0,16,leather crafting,16,2,1,0,afternoon,0,0.34684684684684686,v1.1,77
Change Management,Professional,Management,3,160,Seminar Room,11,4,14,change management,17,2,1,0,afternoon,0,0.34684684684684686,v1.1,85
Computer Graphics,Technology,Computer,4,110,Seminar Room,8,0,13,computer graphics,17,2,1,0,afternoon,0,0.1918918918918919,v1.1,91
Sack Race,Sports,Management,1,120,Open Ground,8,4,16,sports sack race,9,2,1,0,afternoon,0,0.34684684684684686,v1.1,70
Vibrations,Academic,Mechanical,2,90,Auditorium,9,6,12,vibrations,10,1,1,1,afternoon,0,0.08468468468468468,v1.1,71
Glass Blowing,Cultural,Management,3,50,Seminar Room,10,1,18,glass blowing,13,2,1,0,evening,0,0.34684684684684686,v1.1,82
Performance Management,Professional,Management,4,140,Seminar Room,12,6,11,performance management,22,2,1,1,morning,0,0.34684684684684686,v1.1,86
Information Security,Technology,Computer,2,120,Auditorium,7,5,15,information security,20,2,1,1,afternoon,0,0.1918918918918919,v1.1,89
Dodgeball Tournament,Sports,Management,3,100,Open Ground,8,6,17,sports dodgeball,20,2,1,1,evening,0,0.34684684684684686,v1.1,72
Water Resources,Academic,Civil,1,100,Auditorium,9,0,13,water resources,15,2,1,0,afternoon,0,0.1045045045045045,v1.1,73
Jewelry Making,Cultural,Management,4,70,Seminar Room,10,1,16,jewelry making,14,2,1,0,afternoon,0,0.34684684684684686,v1.1,81
Strategic Planning,Professional,Management,2,180,Seminar Room,11,3,9,strategic planning,18,2,1,0,morning,0,0.34684684684684686,v1.1,88
Human Computer Interaction,Technology,Computer,3,100,Seminar Room,8,0,14,hci usability,26,3,1,0,afternoon,0,0.1918918918918919,v1.1,85
Capture The Flag,Sports,Management,4,150,Open Ground,8,1,18,sports capture flag,16,3,1,0,evening,0,0.34684684684684686,v1.1,74
Digital Signal Processing,Academic,Electrical,1,80,Auditorium,9,6,11,digital signal processing,25,3,1,1,morning,0,0.0945945945945946,v1.1,72
Tie-Dye Workshop,Cultural,Management,2,90,Seminar Room,10,2,17,tie dye art,16,2,1,0,evening,1,0.34684684684684686,v1.1,78
Quality Management,Professional,Management,3,150,Seminar Room,12,3,10,quality management,18,2,1,0,morning,0,0.34684684684684686,v1.1,87
Parallel Computing,Technology,Computer,4,90,Seminar Room,7,3,11,parallel computing,18,2,1,0,morning,0,0.1918918918918919,v1.1,90
Scavenger Hunt,Sports,Management,1,180,Open Ground,8,2,15,sports scavenger hunt,14,2,1,0,afternoon,0,0.34684684684684686,v1.1,75
Fluid Dynamics,Academic,Mechanical,2,100,Auditorium,9,2,14,fluid dynamics,14,2,1,0,afternoon,0,0.08468468468468468,v1.1,70
Embroidery Class,Cultural,Management,3,60,Seminar Room,10,4,15,embroidery art,16,2,1,0,afternoon,0,0.34684684684684686,v1.1,79
Risk Management,Professional,Management,4,140,Seminar Room,11,4,13,risk management,15,2,1,0,afternoon,0,0.34684684684684686,v1.1,86
Software Engineering,Technology,Computer,2,130,Auditorium,8,3,10,software engineering,20,2,1,0,morning,0,0.1918918918918919,v1.1,88
Water Balloon Fight,Sports,Management,3,120,Open Ground,8,3,18,sports water balloon,19,3,1,0,evening,0,0.34684684684684686,v1.1,73
Electromagnetic Fields,Academic,Electrical,1,90,Auditorium,9,4,12,electromagnetic fields,22,2,1,0,afternoon,0,0.0945945945945946,v1.1,71
Origami Birds,Cultural,Management,4,80,Seminar Room,10,4,16,origami birds,13,2,1,0,afternoon,0,0.34684684684684686,v1.1,80
Diversity Training,Professional,Management,2,160,Seminar Room,12,3,14,diversity inclusion,18,2,1,0,afternoon,0,0.34684684684684686,v1.1,84
Artificial Intelligence,Technology,Computer,3,140,Auditorium,7,3,13,artificial intelligence,23,2,1,0,afternoon,0,0.1918918918918919,v1.1,93
Balloon Volleyball,Sports,Management,4,100,Open Ground,8,3,17,sports balloon volleyball,18,2,1,0,evening,0,0.34684684684684686,v1.1,69
Structural Analysis,Academic,Civil,1,110,Auditorium,9,5,10,structural analysis,19,2,1,1,morning,0,0.1045045045045045,v1.1,72
Macrame Workshop,Cultural,Management,2,70,Seminar Room,10,6,17,macrame art,16,2,1,1,evening,1,0.34684684684684686,v1.1,78
Talent Management,Professional,Management,3,150,Seminar Room,11,2,11,talent management,17,2,1,0,morning,0,0.34684684684684686,v1.1,85
Distributed Computing,Technology,Computer,4,100,Seminar Room,8,4,12,distributed computing,21,2,1,0,afternoon,0,0.1918918918918919,v1.1,89
Limbo Contest,Sports,Management,1,80,Open Ground,8,6,19,sports limbo,13,2,1,1,evening,0,0.34684684684684686,v1.1,68
Manufacturing Processes,Academic,Mechanical,2,120,Auditorium,9,6,13,manufacturing processes,23,2,1,1,afternoon,0,0.08468468468468468,v1.1,74
Decoupage Art,Cultural,Management,3,60,Seminar Room,10,0,16,decoupage art,13,2,1,0,afternoon,0,0.34684684684684686,v1.1,77
Mentorship Program,Professional,Management,4,180,Seminar Room,12,6,10,mentorship,18,2,1,1,morning,0,0.34684684684684686,v1.1,87
Deep Learning,Technology,Computer,2,110,Seminar Room,7,4,14,deep learning,13,2,1,0,afternoon,0,0.1918918918918919,v1.1,92
Musical Chairs,Sports,Management,3,100,Open Ground,8,6,18,sports musical chairs,14,2,1,1,evening,0,0.34684684684684686,v1.1,70
Highway Engineering,Academic,Civil,1,90,Auditorium,9,6,11,highway engineering,19,2,1,1,morning,0,0.1045045045045045,v1.1,71
Silk Painting,Cultural,Management,4,50,Seminar Room,10,1,18,silk painting,13,2,1,0,evening,0,0.34684684684684686,v1.1,81
Succession Planning,Professional,Management,2,140,Seminar Room,11,0,12,succession planning,19,2,1,0,afternoon,0,0.34684684684684686,v1.1,86
Computer Networks,Technology,Computer,3,120,Auditorium,8,0,11,computer networks,17,2,1,0,morning,0,0.1918918918918919,v1.1,87
Hopscotch Tournament,Sports,Management,4,60,Open Ground,8,1,16,sports hopscotch,20,2,1,0,afternoon,0,0.34684684684684686,v1.1,67
Analog Circuits,Academic,Electrical,1,80,Auditorium,9,0,14,analog circuits,15,2,1,0,afternoon,0,0.0945945945945946,v1.1,73
Stained Glass,Cultural,Management,2,50,Seminar Room,10,4,17,stained glass art,13,2,1,0,evening,0,0.34684684684684686,v1.1,79
Organizational Behavior,Professional,Management,3,160,Seminar Room,12,1,13,organizational behavior,23,2,1,0,afternoon,0,0.34684684684684686,v1.1,85
Information Theory,Technology,Computer,4,90,Seminar Room,7,1,10,information theory,18,2,1,0,morning,0,0.1918918918918919,v1.1,88
Red Light Green Light,Sports,Management,1,100,Open Ground,8,2,17,sports red light green light,21,4,1,0,evening,0,0.34684684684684686,v1.1,69
Concrete Structures,Academic,Civil,2,100,Auditorium,9,2,12,concrete structures,19,2,1,0,afternoon,0,0.1045045045045045,v1.1,72
Batik Art,Cultural,Management,3,70,Seminar Room,10,1,16,batik art,9,2,1,0,afternoon,0,0.34684684684684686,v1.1,80
Team Dynamics,Professional,Management,4,150,Seminar Room,11,0,11,team dynamics,13,2,1,0,morning,0,0.34684684684684686,v1.1,86
Robotics Programming,Technology,Mechanical,2,80,Seminar Room,8,0,9,robotics programming,20,2,1,0,morning,0,0.08468468468468468,v1.1,84
Fashion Show,Cultural,Management,3,280,Main Hall,12,6,18,"fashion, culture",12,2,2,1,evening,0,0.34684684684684686,v1.1,90
Internship Panel,Professional,Computer,4,130,Seminar Room,7,0,14,"career, internship",16,2,2,0,afternoon,0,0.1918918918918919,v1.1,83
English Debate,Academic,Science,2,120,Main Hall,9,0,12,"debate, english",14,2,2,0,afternoon,0,0.15675675675675677,v1.1,76
Marathon,Sports,Mechanical,2,300,Open Ground,11,1,7,"run, sports",8,1,2,0,morning,0,0.08468468468468468,v1.1,88
Data Science Panel,Technology,Computer,4,150,Virtual,8,6,11,"data, analytics",18,3,2,1,morning,0,0.1918918918918919,v1.1,91
Street Play,Cultural,Civil,3,200,Open Ground,10,3,17,"play, social",11,2,2,0,evening,0,0.1045045045045045,v1.1,85
Elevator Pitch,Professional,Management,4,100,Seminar Room,9,6,10,"startup, pitch",14,2,2,1,morning,0,0.34684684684684686,v1.1,82
Chem Lab Safety,Academic,Science,1,80,Seminar Room,7,1,9,"lab, safety",15,3,2,0,morning,0,0.15675675675675677,v1.1,70
Chess Tournament,Sports,Computer,1,90,Main Hall,8,1,14,"chess, sports",16,2,2,0,afternoon,0,0.1918918918918919,v1.1,74
Django Workshop,Technology,Computer,3,100,Seminar Room,9,4,10,"web, python",15,2,2,0,morning,1,0.1918918918918919,v1.1,86
Festive Gala,Cultural,Management,3,350,Auditorium,12,3,19,"festival, culture",12,2,2,0,evening,0,0.34684684684684686,v1.1,92
Resume Review,Professional,Management,4,70,Seminar Room,8,3,10,"resume, review",13,2,2,0,morning,0,0.34684684684684686,v1.1,81
Environmental Quiz,Academic,Science,2,110,Seminar Room,9,2,11,"environment, nature",18,2,2,0,morning,0,0.15675675675675677,v1.1,79
Tug Of War,Sports,Civil,1,130,Open Ground,10,3,16,"tug, sports",10,3,2,0,afternoon,0,0.1045045045045045,v1.1,76
Cloud Computing 101,Technology,Computer,3,120,Virtual,7,4,13,"cloud, aws",19,3,2,0,afternoon,0,0.1918918918918919,v1.1,88
Street Dance Show,Cultural,Electrical,2,250,Auditorium,10,4,18,"dance, freestyle",17,3,2,0,evening,0,0.0945945945945946,v1.1,87
Startup Stories,Professional,Computer,4,140,Seminar Room,8,1,11,"startup, journey",15,2,2,0,morning,0,0.1918918918918919,v1.1,85
Ai Workshop,Technology,Computer,3,150,Auditorium,7,0,14,"ai, ml, workshop",11,2,3,0,afternoon,1,0.1918918918918919,v1.1,85
Robotics Competition,Technology,Mechanical,2,200,Main Hall,8,1,10,"robotics, competition",20,2,2,0,morning,0,0.08468468468468468,v1.1,78
Cultural Fest,Cultural,Management,1,350,Open Ground,9,3,9,"cultural, fest, music",13,2,3,0,morning,0,0.34684684684684686,v1.1,92
Data Science Seminar,Academic,Science,4,100,Seminar Room,7,0,13,"data science, seminar",20,3,2,0,afternoon,0,0.15675675675675677,v1.1,75
Cricket Tournament,Sports,Electrical,2,250,Open Ground,10,5,15,"sports, cricket",18,2,2,1,afternoon,0,0.0945945945945946,v1.1,88
Career Fair,Professional,Management,3,300,Main Hall,8,3,11,"career, professional",11,2,2,0,morning,0,0.34684684684684686,v1.1,80
Machine Learning Bootcamp,Technology,Computer,4,120,Auditorium,9,2,14,"ml, bootcamp",25,3,2,0,afternoon,0,0.1918918918918919,v1.1,82
Debate Competition,Academic,Civil,1,80,Seminar Room,7,1,10,"debate, competition",18,2,2,0,morning,0,0.1045045045045045,v1.1,70
Dance Workshop,Cultural,Management,2,180,Main Hall,11,6,16,"dance, workshop",14,2,2,1,afternoon,1,0.34684684684684686,v1.1,90
Engineering Expo,Technology,Mechanical,3,220,Main Hall,10,4,9,"engineering, expo",16,2,2,0,morning,0,0.08468468468468468,v1.1,77
Math Olympiad,Academic,Science,1,90,Seminar Room,8,2,13,"math, olympiad",13,2,2,0,afternoon,0,0.15675675675675677,v1.1,72
Basketball Championship,Sports,Electrical,2,200,Open Ground,9,5,14,"sports, basketball",23,2,2,1,afternoon,0,0.0945945945945946,v1.1,85
Networking Event,Professional,Management,4,150,Seminar Room,11,4,17,"networking, professional",16,2,2,0,evening,0,0.34684684684684686,v1.1,79
Hackathon,Technology,Computer,3,180,Auditorium,10,5,10,"hackathon, coding",9,1,2,1,morning,0,0.1918918918918919,v1.1,88
Music Concert,Cultural,Management,1,400,Open Ground,12,3,18,"music, concert",13,2,2,0,evening,0,0.34684684684684686,v1.1,95
Python Workshop,Technology,Computer,2,110,Seminar Room,7,6,14,"python, workshop",15,2,2,1,afternoon,1,0.1918918918918919,v1.1,81
Research Symposium,Academic,Science,4,130,Auditorium,9,3,11,"research, symposium",18,2,2,0,morning,0,0.15675675675675677,v1.1,73
Volleyball Match,Sports,Civil,2,150,Open Ground,8,6,16,"sports, volleyball",16,2,2,1,afternoon,0,0.1045045045045045,v1.1,83
Finance Seminar,Professional,Management,3,170,Main Hall,10,4,15,"finance, seminar",15,2,2,0,afternoon,0,0.34684684684684686,v1.1,76
Iot Workshop,Technology,Electrical,4,140,Seminar Room,11,4,10,"iot, workshop",12,2,2,0,morning,1,0.0945945945945946,v1.1,84
Theater Play,Cultural,Management,1,250,Main Hall,12,3,19,"theater, play",12,2,2,0,evening,0,0.34684684684684686,v1.1,91
Ai Panel Discussion,Technology,Computer,3,160,Auditorium,8,5,13,"ai, panel",19,3,2,1,afternoon,0,0.1918918918918919,v1.1,80
Chemistry Quiz,Academic,Science,2,95,Seminar Room,9,6,10,"chemistry, quiz",14,2,2,1,morning,0,0.15675675675675677,v1.1,68
Football Match,Sports,Mechanical,1,300,Open Ground,10,2,15,"sports, football",14,2,2,0,afternoon,0,0.08468468468468468,v1.1,87
Leadership Talk,Professional,Management,4,120,Seminar Room,11,4,14,"leadership, talk",15,2,2,0,afternoon,0,0.34684684684684686,v1.1,78
Web Dev Bootcamp,Technology,Computer,2,200,Auditorium,7,5,9,"web, dev, bootcamp",16,3,3,1,morning,0,0.1918918918918919,v1.1,83
Poetry Slam,Cultural,Civil,1,180,Main Hall,8,4,17,"poetry, slam",11,2,2,0,evening,0,0.1045045045045045,v1.1,89
Physics Workshop,Academic,Science,3,105,Seminar Room,10,3,11,"physics, workshop",16,2,2,0,morning,1,0.15675675675675677,v1.1,74
Badminton Tournament,Sports,Electrical,2,160,Open Ground,9,2,16,"sports, badminton",20,2,2,0,afternoon,0,0.0945945945945946,v1.1,82
Startup Pitch,Professional,Management,4,190,Main Hall,12,6,10,"startup, pitch",13,2,2,1,morning,0,0.34684684684684686,v1.1,85
Cybersecurity Seminar,Technology,Computer,3,140,Auditorium,8,0,14,"cybersecurity, seminar",21,2,2,0,afternoon,0,0.1918918918918919,v1.1,79
Art Exhibition,Cultural,Management,1,220,Main Hall,10,1,12,"art, exhibition",14,2,2,0,afternoon,0,0.34684684684684686,v1.1,93
Statistics Lecture,Academic,Science,2,85,Seminar Room,7,3,13,"statistics, lecture",18,2,2,0,afternoon,0,0.15675675675675677,v1.1,71
Table Tennis Match,Sports,Mechanical,1,120,Open Ground,11,2,15,"sports, table tennis",18,3,2,0,afternoon,0,0.08468468468468468,v1.1,80
Marketing Workshop,Professional,Management,3,170,Seminar Room,9,1,14,"marketing, workshop",18,2,2,0,afternoon,1,0.34684684684684686,v1.1,77
Blockchain Workshop,Technology,Computer,4,130,Auditorium,10,1,13,"blockchain, workshop",19,2,2,0,afternoon,1,0.1918918918918919,v1.1,81
Drama Competition,Cultural,Civil,2,150,Main Hall,11,1,18,"drama, competition",17,2,2,0,evening,0,0.1045045045045045,v1.1,88
Biology Seminar,Academic,Science,1,75,Seminar Room,8,3,10,"biology, seminar",15,2,2,0,morning,0,0.15675675675675677,v1.1,69
Swimming Competition,Sports,Electrical,3,180,Open Ground,9,4,14,"sports, swimming",20,2,2,0,afternoon,0,0.0945945945945946,v1.1,84
Hr Conference,Professional,Management,4,200,Main Hall,12,1,9,"hr, conference",13,2,2,0,morning,0,0.34684684684684686,v1.1,82
